Course,CourseTitle,Instructor1Name,Workload,Accessibility,Delivery,Difficulty,Cnt
COMS4995,TOPICS IN COMPUTER SCIENCE,"CREAMER, GERMAN G",4.792117599025825,4.583870022894907,3.0564409030266977,3.4931684781373917,435
COMS4995,TOPICS IN COMPUTER SCIENCE,"LEE, JAE W",4.206099579014794,3.0596880342453745,3.2431237664614905,4.344684691094554,230
COMS4995,TOPICS IN COMPUTER SCIENCE,"BOROWSKI, BRIAN",4.944991742273881,3.5527483997856697,4.467832794960657,3.0907775972738314,280
CSOR4231,ANALYSIS OF ALGORITHMS I,"ANDONI, ALEXANDR",3.608276451120631,3.162074363732735,4.203419298781215,3.537830897529277,387
BMEB4020,COMP NEURO: CIRCUITS IN BRAIN,"LAZAR, AUREL A",4.741178072652616,3.1925969202704843,3.729356481440596,4.804534017923905,232
COMS4111,INTRODUCTION TO DATABASES,"GRAVANO, LUIS",4.674355102104931,4.643911599597012,4.78954208982832,3.8472627523205087,374
COMS4118,OPERATING SYSTEMS I,"NIEH, JASON",3.034353909582533,3.285678606528996,4.581545385369308,3.2029337498253487,464
COMS4152,Engineering Software-as-a-Service,"YANG, JUNFENG",3.11849402900614,3.012568498449311,4.633487194717313,4.847507090975249,392
COMS4156,ADVANCED SOFTWARE ENGINEERING,"KAISER, GAIL E",3.8315268889385887,3.225040326903,4.031765788048469,4.090986333528811,235
COMS4160,COMPUTER GRAPHICS,"FADAIFARD, HADI",3.718264509498179,3.869155668515579,4.496906750603046,4.442080621861131,323
COMS4170,USER INTERFACE DESIGN,"SMITH, BRIAN A",4.493814700066319,3.647482902937897,3.4258818039403485,3.7575168073754392,470
COMS4181,SECURITY I,"JANA, SUMAN",4.671049419714778,3.35577910801,4.123008620439005,4.244301375760232,284
COMS4186,MALWARE ANALYSIS&REVERSE ENGINEERING,"SIKORSKI, MICHAEL S",4.931177388614875,4.884420600161618,4.37161488563646,4.071628837697914,359
COMS4236,INTRO-COMPUTATIONAL COMPLEXITY,"CHEN, XI",4.559674823393611,3.912513807633147,3.830529798243124,4.323772836546841,308
COMS4252,INTRO-COMPUTATIONAL LEARN THRY,"SERVEDIO, ROCCO",4.889252288421151,4.76548718065578,3.6229377619524445,4.692113565566071,395
COMS4281,INTRO TO QUANTUM COMPUTING,"YUEN, HENRY",4.242525920853382,4.418816284864472,3.722716990777535,4.490353982199013,357
COMS4419,"INTERNET TECHNOLOGY,ECONOMICS,AND POLICY","SCHULZRINNE, HENNING G",4.400786269893581,3.7118855567170828,3.0540668559284905,4.324014713294681,363
COMS4444,PROGRAMMING & PROBLEM SOLVING,"ROSS, KENNETH A",3.691181419197637,4.713799311749568,4.293073778813123,3.2506436593732078,416
COMS4460,PRIN-INNOVATN/ENTREPRENEURSHIP,"REINISCH, WILLIAM",3.740628887465167,4.865012229128858,4.411448625458134,3.043984533846964,245
COMS4701,ARTIFICIAL INTELLIGENCE,"SALLEB-AOUISSI, ANSAF",3.6405089007105405,4.900116399061259,4.05527138782065,3.645341611529,449
COMS4731,Computer Vision I: First Principles,"NAYAR, SHREE K",3.5138191649956916,3.43781573750572,3.149386898803235,4.565056854260293,393
COMS4774,Unsupervised Learning,"VERMA, NAKUL",3.2584803429490146,3.731698444899093,4.323801385258468,3.0978967226026373,237
COMS4775,Causal Inference,"BAREINBOIM, ELIAS",3.142202136582407,3.6933271609400604,3.468502577975845,3.7520572744209573,362
COMS4995,TOPICS IN COMPUTER SCIENCE,"GORDON, JOSHUA B",3.1982911646988805,3.723360608088716,4.676404628527356,3.889421845075922,268
COMS4995,TOPICS IN COMPUTER SCIENCE,"BLAER, PAUL S",4.4957231795865695,4.784225101099015,3.6954605830976215,3.6855072508268396,359
COMS4995,TOPICS IN COMPUTER SCIENCE,"EDWARDS, STEPHEN A",4.772070168207776,3.4919589183279705,3.2134437612983753,3.9741127121522997,260
COMS4995,TOPICS IN COMPUTER SCIENCE,"ZEMEL, RICHARD",4.290450476164336,3.535415976228384,4.264105890046273,3.3922547150789555,328
COMS4995,TOPICS IN COMPUTER SCIENCE,"PITASSI, TONIANN",4.840527176592366,4.53135676305662,3.8281443064368563,4.34345172583024,430
COMS4995,TOPICS IN COMPUTER SCIENCE,"BELHUMEUR, PETER",4.402166133464337,3.210545737508453,3.9996187810224235,3.514975302557329,347
COMS4995,TOPICS IN COMPUTER SCIENCE,"GIBSON, BRYAN",3.7582265185007273,3.0909108647923706,3.1905718347292638,4.204295283722277,471
COMS4995,TOPICS IN COMPUTER SCIENCE,"BEIGI, HOMAYOON S",3.142427591864538,3.7870373352267306,4.86861961037791,4.72656887311929,410
COMS4995,TOPICS IN COMPUTER SCIENCE,"AGARWAL, APOORV",3.4642258846199336,3.9754718472968813,3.2141514046876827,3.0928023837147145,408
COMS6118,"OPERATING SYSTEMS, II","NIEH, JASON",4.724591264129017,4.321378225713872,4.15858279206049,3.31237480654568,368
COMS6156,TOPICS IN SOFTWARE ENGINEERING,"FERGUSON, DONALD F",4.597685355465323,3.646816626588728,3.2267966740336798,4.661100091760715,318
COMS6184,ANONYMITY & PRIVACY,"BELLOVIN, STEVEN M",3.612894145505883,4.188369578620069,4.531036988626583,4.449210588128267,331
COMS6185,INTRUSION DETECTION SYSTEMS,"STOLFO, SALVATORE J",4.081618315335861,3.4662591844359056,4.18398542730356,4.100920652426311,359
COMS6998,TOPICS IN COMPUTER SCIENCE,"SONG, SHURAN",3.487853490487527,3.5346062747284765,3.624726526975505,4.42669682978326,339
COMS6998,TOPICS IN COMPUTER SCIENCE,"CHILTON, LYDIA",3.8896061434731406,3.021897397547994,3.297630225983794,4.237215236318063,236
COMS6998,TOPICS IN COMPUTER SCIENCE,"YU, ZHOU",4.438875599518812,4.465745843317141,4.081660011937142,3.37331834854711,360
COMS6998,TOPICS IN COMPUTER SCIENCE,"VONDRICK, CARL",4.9805886334415685,4.734195452962927,3.055279405423507,4.956261396006901,275
COMS6998,TOPICS IN COMPUTER SCIENCE,"MISRA, VISHAL",3.507377009656894,3.3688400979752036,3.8124584059868547,3.116107038069634,402
COMS6998,TOPICS IN COMPUTER SCIENCE,"YANG, JUNFENG",3.501321323297068,4.945258321712705,3.6164441384004817,4.882125059579827,330
COMS6998,TOPICS IN COMPUTER SCIENCE,"ALMAN, JOSHUA H",4.0545441048612485,3.7083545658878707,4.7381822266188856,3.402358653770052,274
COMS6998,TOPICS IN COMPUTER SCIENCE,"MCKEOWN, KATHLEEN",4.746965841872823,4.417444811871814,3.818088995867883,4.252088697984657,324
COMS6998,TOPICS IN COMPUTER SCIENCE,"CHAINTREAU, AUGUSTIN",3.1643025775015636,4.5897779411001025,3.6385089102466415,4.8571997178944,431
COMS6998,TOPICS IN COMPUTER SCIENCE,"STROUSTRUP, BJARNE",3.204290091634307,3.7183990093294437,3.856940043081895,3.0562791943156586,245
CSEE4119,COMPUTER NETWORKS,"KATZ-BASSETT, ETHAN",4.89676453254866,4.624683288687083,4.04062333471912,4.512399565535938,216
CSEE4823,ADVANCED LOGIC DESIGN,"ZIEGLER, MATTHEW M",4.003198138542263,4.945536006837765,4.309542372786485,4.677568911239359,451
CSEE4868,SYSTEM-ON-CHIP PLATFORMS,"CARLONI, LUCA",4.251479125413249,3.9247032265181936,4.060726841730785,4.161080100674809,456
CSEE6863,FORMAL VERIF HW SW SYSTEMS,"THEOBALD, MICHAEL",4.070650261175722,3.4052568778189833,4.936876471363172,4.751389666931474,303
CSOR4231,ANALYSIS OF ALGORITHMS I,"YANNAKAKIS, MIHALIS",4.35340308810772,4.4498895653743045,4.613776113929222,4.73182535973816,298
CSOR4231,ANALYSIS OF ALGORITHMS I,"PAPADIMITRIOU, CHRISTOS H",4.111095938088044,4.855904890788794,3.4103380744061282,4.847728972797796,297
CSOR4231,ANALYSIS OF ALGORITHMS I,"ZHANG, YIHAO",3.6445406508274285,4.862841845518596,3.7928794014595533,3.550248261110686,337
CSOR4246,ALGORITHMS FOR DATA SCIENCE,"DRINEA, ELENI",3.8584843698561353,4.278673221587522,3.42209084624817,4.255326334473244,277
ECBM4040,NEURAL NETWRKS & DEEP LEARNING,"KOSTIC, ZORAN",4.3489581755929,4.72088134656703,4.028667489197426,3.5863598700251127,384
ECBM4060,INTRO-GENOMIC INFO SCI & TECH,"CHENG, WEI-YI",4.890445194125167,3.391620517246979,4.263085227660841,4.437914800066023,499
EEBM6091,TPCS IN COMP NEUROSCI/ENGINEERING,"KHODAGHOLY ARAGHY, DION",3.588589051632163,3.2428110794509806,3.6013192839772517,3.8656063703870496,276
EECS4321,DIGITAL VLSI CIRCUITS,"SHEPARD, KENNETH",3.3501644428131083,3.477715596341599,3.7534452407485555,4.635124551480523,309
EECS4750,Heterogeneous Computing for Signal and D,"KOSTIC, ZORAN",3.9311826722231746,4.867230892525333,3.2099518211967646,3.502279678999806,408
EECS4764,IoT - INTELLIG & CONNECTED SYS,"JIANG, XIAOFAN",4.8911438847948965,4.661118323878702,3.420614478951366,4.884231513295074,365
EECS6690,TOPICS DATA-DRIVEN ANAL & COMP,"JELENKOVIC, PREDRAG R",4.506174272691061,4.538981013240072,3.2206806252815725,3.8027687842556994,241
EECS6893,TOPICS-INFORMATION PROCESSING,"LIN, CHING-YUNG",3.821571133212328,3.1087366434966697,4.2156571105954725,3.8322394886994187,242
EECS6896,TOPICS-INFORMATION PROCESSING,"ASHIKHMIN, ALEXEI",4.524872600754611,4.495792494496977,3.288799282574808,4.822009957165304,484
EECS6897,Topics in Information Processing,"CIDON, ASAF",4.024392628308101,4.14999121921323,4.557118628014922,3.678118629142527,480
EEOR4650,CONVEX OPTIMIZATION FOR ENG,"ANDERSON, JAMES",4.864100195811293,3.615240628423818,3.060428932747276,3.9467581786571984,279
ELEN4106,Advanced Solid State Devices and Materia,"KHODAGHOLY ARAGHY, DION",3.3589459858735924,4.4814681674077,4.249499275498218,4.079728282353314,415
ELEN4215,ANALOG FILTER SYNTHESIS/DESIGN,"DICKSON, TIMOTHY",3.529885862018294,4.938027204251161,4.323032510250386,3.3222426421285514,222
ELEN4312,ANALOG ELECTRONIC CIRCUITS,"KINGET, PETER",4.586829816687352,3.79636185798838,3.362546457246966,3.618502764883752,253
ELEN4361,POWER ELECTRONICS,"PREINDL, MATTHIAS",4.077788998994958,4.680214135191473,4.441979041313358,3.668969530006946,288
ELEN4411,FUNDAMENTALS OF PHOTONICS,"LIPSON, MICHAL",3.776331379586238,3.8194111540558477,4.740432073878782,3.1397632595932983,429
ELEN4488,OPTICAL SYSTEMS,"HENDON, CHRISTINE P",3.3983143969719403,3.379025652586293,4.348341843107272,3.244923519109916,260
ELEN4511,POWER SYSTEMS ANALYSIS,"SCIANO, DAMIAN",4.840413592993874,3.5025841573085055,3.7647481782682233,4.493521340341011,426
ELEN4720,"Machine Learning for Signals, Informatio","WRIGHT, JOHN",3.078633633223873,4.319004727509539,4.51909739209581,4.092272058536352,270
ELEN4810,DIGITAL SIGNAL PROCESSING,"WRIGHT, JOHN",4.030874704280911,3.5542679194470725,4.963735298469215,3.615536973226124,290
ELEN4901,TOPICS IN EE & CE,"FTHENAKIS, VASILIS",4.339315751716629,4.485707193578101,3.8368255800610083,3.0920573519087413,488
ELEN4944,PRNCPLS OF DEVICE MICROFABRCTN,"KYMISSIS, IOANNIS",4.936720868841142,3.800349676387572,4.732282637652362,4.339216281888161,250
ELEN6302,MOS TRANSISTORS,"TSIVIDIS, YANNIS P",3.415250123273931,3.2420028177596754,4.539577567125802,4.372024750271839,240
ELEN6320,MILLIMETER-WAVE IC DESIGN,"PAIDIMARRI, ARUN",4.072450130388271,3.0954208173884066,3.9025184071173458,4.0096262674814005,317
ELEN6324,Principles of RF and Microwave Measureme,"SHAHRAMIAN, SHAHRIAR",3.7733516960784748,3.337230287659887,4.2778994643756345,4.855822690708159,308
ELEN6333,SEMICONDUCTOR DEVICE PHYSICS,"MENG, XIANG",4.810505290736708,4.375726299855467,4.844390624827738,4.068550935237609,316
ELEN6713,TOPICS IN COMMUNICATION,"SHARONY, JACOB",4.460980261278227,4.672458757698716,4.994925803789603,4.920162344498415,340
ELEN6761,COMPUTER COMMUNICATNS NETWORKS,"GHADERI, JAVAD",4.853746207601962,4.178795870488228,4.858077742374121,4.270567641847637,220
ELEN6770,TOPICS IN NETWORKING,"SABNANI, KRISHNAN",3.6440327804722976,3.8781290535514397,3.00599566714919,3.5663442521072453,409
ELEN6776,TOPICS IN NETWORKING,"WALID, ANWAR I",4.015687932835915,3.4929269117207884,3.564075322938969,3.612288568262395,341
ELEN6885,TOPICS IN SIGNAL PROCESSING,"LI, CHONG",3.302187308733564,4.249902484290265,3.323496141172435,4.354984971427151,287
ELEN6920,TOPICS IN VLSI SYSTEMS DESIGN,"ZHANG, XIN",3.4772844324956313,4.5534949882671665,4.6713564804824745,4.317920041237674,495
ELEN9701,INFO & COMMUNICATION THEORIES,"ZUSSMAN, GIL",4.798122401929578,3.1053984144985094,3.470983570913814,4.417896605337534,444
COMS4111,INTRODUCTION TO DATABASES,"ROSS, KENNETH A",4.687903857898852,4.951558938892644,3.860266768267315,4.318256147217223,396
COMS4115,PROGRAMMING LANG & TRANSLATORS,"RAY, BAISHAKHI",4.171681042592989,4.834850068610551,3.9175598173875894,4.40119716226392,226
COMS4167,COMPUTER ANIMATION,"ZHENG, CHANGXI",4.471581708827694,3.774176094547026,4.646983449425915,3.1917849991639047,320
COMS4735,VISUAL INTERFACES TO COMPUTERS,"KENDER, JOHN R",4.810241495803895,3.740512917863815,4.509453395750978,3.0012502433359733,360
COMS4995,TOPICS IN COMPUTER SCIENCE,"JANA, SUMAN",4.301149313161328,4.745224068985662,3.450794921469054,3.5373395856691654,440
COMS4995,TOPICS IN COMPUTER SCIENCE,"REITER, AUSTIN D",3.963562287421438,4.490378514227425,3.5330121405044066,4.323395145725909,365
COMS4995,TOPICS IN COMPUTER SCIENCE,"PAINE, TIMOTHY K",4.139467719766182,4.149895296026223,3.7437096575245477,3.0448018639281003,250
COMS4995,TOPICS IN COMPUTER SCIENCE,"ZAMCHICK, GARY",4.830825151820792,4.0627961070255925,3.884588567844603,3.3925459642595808,361
